artist	other_artist	similarity
ARO6NAV1187B989002	AROIHOI122988FEB8E	13
AR46CAD1187FB4D84B	ARZWK2R1187B98F09F	14
ARTYXQC1187B9ACAB2	ARVUN5F1187FB4CCC7	13
ARJDMBO1187B9AD118	ARPTJHV11F4C83EF53	14
ARGBCBI11F4C83E4F5	AROIHOI122988FEB8E	13
AR4B3RX1187B9A868A	AR9ILJF1187B9B80ED	13
ARCZ20M1187FB49687	ARQXAUH1187B9BA010	13
AR48TAR1187B98DC55	AROIHOI122988FEB8E	13
ARGBGC71187FB3DD0B	ARJ4B7V1187FB4CB90	14
ARBEOHF1187B9B044D	ART4QZC1187FB51612	16
AR12F2S1187FB56EEF	AR6C6VO1187FB4E267	14
ARMOHN71187FB3959F	AROBHK51187B9AD82B	14
ARLR9U31187B9A71AD	ARM7EDF1187B9B3FA1	14
ARNNQ9E1187FB3C82F	ARVUN5F1187FB4CCC7	14
ARCGJ6U1187FB4D01F	ARKU3Z61187FB51DCA	13
AR035N21187FB3938E	ARO41T51187FB397AB	13
ARB78VW1187B98F81C	ARHINI31187B995C1D	13
AR03BDP1187FB5B324	ARKSZW81187B9B695D	18
AR1ABAO1187FB531E1	ARNLO5S1187B9B80CC	14
AR6PJ8R1187FB5AD70	ARDCFNZ1187FB3DDB0	15
AR03BDP1187FB5B324	AR0S7TA1187FB4D024	15
ARN7OQ21187FB5A6B3	ARNEL2O1187FB4421A	13
AR6HAZT1187FB4A3AA	ART3O5Z1187B9AB043	14
AROIHOI122988FEB8E	ARX54IG1187B98E4A9	13
ARAEX7Y1187FB42D36	ARPDVPJ1187B9ADBE9	15
ARUKN9H1187B9B71C8	ARXLX5L1187FB47BED	13
ARD3ICK1187B9A56C9	ARHINI31187B995C1D	17
AR1ZKBE1187FB53629	ARD5K161187B9AC784	14
ARDY3451187B9A0226	ARNUFGE1187B9B7881	14
ARHOKDO1241B9C9E79	AROIHOI122988FEB8E	13
AR2FSX31187B98E3EF	AROF4LP1187FB41C51	13
ARE8GLF1187FB52532	ARLR9U31187B9A71AD	18
ARLOS7E1187B9AB2F1	AROIHOI122988FEB8E	13
AROIHOI122988FEB8E	ARPB4TX1187B98DDEA	16
ARIILLG1187FB5CC81	AROIHOI122988FEB8E	13
AR78ZID1187B9B31ED	ARJ2PMY1187FB5B563	16
AR10USD1187B99F3F1	ARJ8PZJ1187B99314F	13
AR78ZID1187B9B31ED	AR7Y6JX1187FB4D9B3	17
ARGBGC71187FB3DD0B	ARTHEAP122BCFCD0B2	15
AR65K7A1187FB4DAA4	ARKU3Z61187FB51DCA	17
ARDVZTE1187FB5A0A1	ARNLO5S1187B9B80CC	19
ARAIABB1187B9AC6E2	ARZQ7QA1187B9AD08B	13
ARCCRTI11F4C845308	ART1R9I1187B9B3324	16
ARIRD6J1187FB5A98C	ARZZRK91187B9A5CA5	18
ARCT5P61187FB3D950	ARNMWP51187FB3E963	13
AR7CCCC1187FB578FF	ARDY3451187B9A0226	16
AR0LVFQ1187B9A84E0	ARXJSHW1187B9A2A52	13
AR65K7A1187FB4DAA4	ARMRCET1187FB52049	13
AR0X3JJ1187FB3A9A7	ARTBFV61187FB3C250	15
ARL3VGT1187FB40E8E	ARS4KT21187B9B9438	13
ARAZCWP129462A97F1	ARHD3RX1187FB3A7DA	13
AROIHOI122988FEB8E	ARZFAGI12420783C02	13
AR0X3JJ1187FB3A9A7	ARGUACZ1187FB3F35C	13
ARDUJZJ1252CCFA253	AROIHOI122988FEB8E	13
AR7C6G11187B9B4C1E	ARKU3Z61187FB51DCA	16
ART9Z1P1187FB36C94	ARXZIHJ1187B9A4ED9	13
AR44LLC1187FB3D317	AROIHOI122988FEB8E	13
ARFCUN31187B9AD578	ART3O5Z1187B9AB043	19
AR0X3JJ1187FB3A9A7	AR7CCCC1187FB578FF	16
ARBGVEC1272BA8350B	AROIHOI122988FEB8E	13
ARKC83D1187B9AB367	ARKFYS91187B98E58F	15
AR5J8XN1187B9B712E	ARDVZTE1187FB5A0A1	13
AR6PJ8R1187FB5AD70	ARBEOHF1187B9B044D	20
ARGLRBB12472CE2CFF	ARYDFJA1241B9CBFF2	13
ARCLLH11187FB48DE0	ART3O5Z1187B9AB043	13
ARKYAZD11F50C505F6	AROIHOI122988FEB8E	13
AROIHOI122988FEB8E	ARVWJTB123E29C142F	13
ARKU3Z61187FB51DCA	ARTDQRC1187FB4EFD4	13
AR0X3JJ1187FB3A9A7	ARZVTZN1187FB579D4	16
AR243ZT1187B9A98D2	AR6Y8JF1187B9BA1D5	13
AR02IU11187FB513F2	ARYFXQ21187FB4DAEF	13
ARB054P1187B9AD32E	ARNDL191187FB51583	13
AR4GAFY1187B9B639D	ARCZ20M1187FB49687	13
AR7C6G11187B9B4C1E	ARAEX7Y1187FB42D36	14
ARGUWFC122988F958B	AROIHOI122988FEB8E	13
ARAEX7Y1187FB42D36	ART4QZC1187FB51612	13
AR7N7MI1187FB46935	ARAIABB1187B9AC6E2	14
AR0CANF1187B9AF35F	ARSQDUN1187B98D7D7	14
ARHEQ501187FB4F898	ARZCHLM1187FB495C3	14
ARD3ICK1187B9A56C9	ARHCERP1187B9912A5	14
AROIHOI122988FEB8E	ARSMPCY11F50C505FC	13
AR2FSX31187B98E3EF	AR6PJ8R1187FB5AD70	14
AR6892W1187B9AC71B	ARH6W4X1187B99274F	18
ARD7U0O1187FB5531A	ARQC4R31187B9A0D88	15
AR6PJ8R1187FB5AD70	AROF4LP1187FB41C51	21
AR7CCCC1187FB578FF	ARZVTZN1187FB579D4	14
ARFCUN31187B9AD578	AROCBZZ11E2835D652	15
AR03BDP1187FB5B324	ARBEOHF1187B9B044D	19
AR1LQNB1187B9A6AE5	ARJRQL51187FB541AB	15
AR0KBXO1187B996460	ARMBTFC1187FB56343	13
AR52EZT1187B9900BF	ARKSZW81187B9B695D	13
ARL3VGT1187FB40E8E	ARPNDSH1187B9B942F	14
AR6EVQA1187B9AA1DF	ARIRD6J1187FB5A98C	17
ARD3LXU1187B9ABFC5	ARS1OWB1187B99EEAD	16
ARDY3451187B9A0226	ARTBFV61187FB3C250	15
AR6PETV1187B98FAE3	AROIHOI122988FEB8E	13
AR5TQ1T1187FB59492	ARIRD6J1187FB5A98C	16
AR9OLFX1187B9A5762	ARKEFM61187B9A8202	13
AR0CDSK1187FB52ED6	AR9OLFX1187B9A5762	14
ARCCRTI11F4C845308	ARUUXNF1187B98FB36	18
ARIMZQZ1187B9AD541	AROBHK51187B9AD82B	14
ARMB95F1187B9B5B93	ARRH63Y1187FB47783	17
ARWC1WN1187FB516CE	ARX9YIP1187B98A656	14
AR0X3JJ1187FB3A9A7	AR14CJ91187FB3A994	14
ARBEOHF1187B9B044D	ARZQ7QA1187B9AD08B	13
ARSPUJF1187B9A14B8	ARVN9FZ1187FB393F1	13
ARJ9DSA1187B990E00	ART3O5Z1187B9AB043	21
AR85FIO1187FB4310E	AROIHOI122988FEB8E	13
ARKSZW81187B9B695D	ARPDVPJ1187B9ADBE9	17
AR3JMC51187B9AE49D	ARXPPEY1187FB51DF4	14
ARAVRGL11F50C505FE	AROIHOI122988FEB8E	13
ARDRDQA11F50C5060F	AROIHOI122988FEB8E	13
AR9ILJF1187B9B80ED	AR9YV621187B99373E	13
ARHOHCQ1250941144E	AROIHOI122988FEB8E	13
AR1Q25M1187B9B0D73	ARX9YIP1187B98A656	14
ARHN74X1187B98D79F	ARYF20K1187B9B76BD	13
AR6XPWV1187B9ADAEB	ARGBR4I1187B99D073	13
ARASYMJ1187B9ACAF2	ARDVZTE1187FB5A0A1	14
ARPFHN61187FB575F6	ARSE5NP1187B9B98AB	13
ARJRQL51187FB541AB	ARU3YYC1187FB43FEE	13
ARMM7T01187B9B31E0	AROIHOI122988FEB8E	13
AREHMUC1187B98B91B	ARVEJ9M1187FB4DC44	13
AR8Q4RZ1187FB46BDC	ART3O5Z1187B9AB043	14
AR4B3RX1187B9A868A	AR9YV621187B99373E	16
ARHNMEZ11F50C4706C	ARKFYS91187B98E58F	13
ARD3LXU1187B9ABFC5	ARIPLUN1187B99B9F9	16
AROIHOI122988FEB8E	ARP5EV91187B9A5F5F	13
ARIRD6J1187FB5A98C	ARX5XTP1187FB3D8CC	17
AR12F2S1187FB56EEF	ARNLO5S1187B9B80CC	21
ARD3LXU1187B9ABFC5	ARDG9Z71187B997023	14
ARH6W4X1187B99274F	ARUJ5A41187FB3F5F1	17
AR0RCMP1187FB3F427	AR7CCCC1187FB578FF	14
AR0IVSA1187FB4F069	ARSW5F51187FB4CFC9	13
ARODBRG1187FB3FD99	ARXPDRB1187B9AD0B1	13
AREV2491187B9B017E	ARSQDUN1187B98D7D7	15
AROHETU122988F50C7	AROIHOI122988FEB8E	13
AR9W3X91187FB3994C	ARZKUQF11F4C8456E8	14
ARJ9DSA1187B990E00	ARJVTRE1187B9959C0	14
ARABFU01187FB46712	ARCCRTI11F4C845308	13
ARBUOOR1187B997391	ARH6W4X1187B99274F	15
AROIHOI122988FEB8E	ARUZILO1257509E8E1	14
ARKU3Z61187FB51DCA	ART4QZC1187FB51612	15
ART4QZC1187FB51612	ARXPPEY1187FB51DF4	17
AR15KRQ1187B9B9C05	AROIHOI122988FEB8E	13
AROIHOI122988FEB8E	AROMMVN11F50C50607	13
AR6AGJV1187FB504BA	ARMPRI31187FB4F7D9	15
ARHINI31187B995C1D	ARUBX2Y1187B99CD25	15
AR12F2S1187FB56EEF	ARHONG11187FB3B120	16
AR82DJK1187B991107	AR8RXRI1187FB4104B	13
ARKJQBG1257509DC83	AROIHOI122988FEB8E	13
AR1N6N61187FB4E25E	ARUP17W1187B98CAB9	14
AROIHOI122988FEB8E	ARUGFFE1187FB36F40	13
AROIHOI122988FEB8E	ARU6ZVP1187B9A1AEF	13
AR60C3O1187FB46737	ARX9YIP1187B98A656	13
ARDHQNE11F50C5060A	AROIHOI122988FEB8E	13
ARKQADX1269FCD155B	AROIHOI122988FEB8E	13
AR1ZYLH1187B98C159	AREV2491187B9B017E	13
AR6XPWV1187B9ADAEB	ARE8GLF1187FB52532	17
